time,temperature_2m,wind_speed_10m,wind_speed_100m,surface_pressure,wind_speed_90m,pressure_90m
2023-12-31 19:00:00,22.3,5.777777777777778,7.777777777777778,1008.9,7.686262796656427,998.4549171199704
2023-12-31 20:00:00,21.6,5.472222222222222,7.638888888888888,1010.0,7.539747659340759,999.518825172378
2023-12-31 21:00:00,21.2,5.166666666666667,7.333333333333333,1010.7,7.234192103785204,1000.197382286925
2023-12-31 22:00:00,21.0,4.75,6.944444444444445,1010.7,6.844032173491852,1000.1902785493746
2023-12-31 23:00:00,20.8,4.75,7.0,1010.5,6.897045646238481,999.9852462949868
2024-01-01 00:00:00,20.5,4.166666666666667,6.499999999999999,1009.6,6.393232522025091,999.0839347706263
2024-01-01 01:00:00,20.2,4.027777777777778,6.305555555555555,1009.1,6.201330160389573,998.5784499110217
2024-01-01 02:00:00,20.1,3.6666666666666665,5.805555555555555,1008.7,5.707685367411889,998.1790528581074
2024-01-01 03:00:00,19.9,3.0555555555555554,5.166666666666667,1008.3,5.0700675199274645,997.7760850661886
2024-01-01 04:00:00,19.8,2.861111111111111,4.638888888888888,1008.2,4.557542239003244,997.6735555756545
2024-01-01 05:00:00,19.8,2.5,4.388888888888889,1008.5,4.302458073385392,997.970423326768
2024-01-01 06:00:00,19.8,2.1944444444444446,4.055555555555555,1009.1,3.970395781456521,998.5641588289951
2024-01-01 07:00:00,21.3,2.5555555555555554,3.861111111111111,1010.1,3.801372165101341,999.607163307006
2024-01-01 08:00:00,23.6,2.138888888888889,2.4722222222222223,1010.2,2.4569697253686638,999.7870380381548
2024-01-01 09:00:00,24.6,3.1666666666666665,3.3888888888888884,1010.2,3.3787205576531827,999.821829942004
2024-01-01 10:00:00,25.1,4.083333333333333,4.416666666666667,1010.2,4.401414169813108,999.8391388547919
2024-01-01 11:00:00,25.4,4.777777777777778,5.388888888888888,1010.0,5.360925977990698,999.6515457158696
2024-01-01 12:00:00,25.7,5.388888888888888,6.25,1009.6,6.210597716461641,999.2659749481913
2024-01-01 13:00:00,26.2,5.888888888888888,6.833333333333334,1009.0,6.790117925581585,998.6892784792794
2024-01-01 14:00:00,25.8,6.444444444444444,7.666666666666667,1008.4,7.6107408448702865,998.0816928023007
2024-01-01 15:00:00,25.6,6.861111111111111,8.25,1007.9,8.18644792977684,997.579940219715
2024-01-01 16:00:00,24.5,5.527777777777778,6.694444444444445,1007.9,6.64106070545699,997.541997892375
2024-01-01 17:00:00,23.8,5.027777777777778,6.027777777777778,1007.9,5.982020287217103,997.5177071740051
2024-01-01 18:00:00,23.0,5.111111111111111,6.555555555555555,1008.3,6.489461402523469,997.8856750352982
2024-01-01 19:00:00,22.3,5.138888888888888,6.75,1009.4,6.676279598541134,998.949740649121
2024-01-01 20:00:00,21.9,5.472222222222222,7.638888888888888,1010.1,7.539747659340759,999.6283900654297
2024-01-01 21:00:00,21.2,5.361111111111112,7.25,1010.6,7.163569184496502,1000.0984214298669
2024-01-01 22:00:00,21.0,4.944444444444445,7.138888888888888,1010.9,7.038476617936295,1000.3881988577846
2024-01-01 23:00:00,20.7,4.583333333333333,6.555555555555555,1010.7,6.465311615838669,1000.1796049068765
2024-01-02 00:00:00,20.4,4.277777777777778,6.416666666666667,1010.0,6.318796478523001,999.4762032827936
2024-01-02 01:00:00,20.4,3.7777777777777777,5.805555555555555,1009.5,5.712769533029742,998.9814130831487
2024-01-02 02:00:00,20.4,3.4444444444444446,5.055555555555555,1009.2,4.981835154096689,998.6845389633617
2024-01-02 03:00:00,20.2,3.0555555555555554,4.583333333333333,1008.8,4.513426056087857,998.2815779112465
2024-01-02 04:00:00,19.8,2.3333333333333335,3.75,1008.6,3.685176888372377,998.0693792438059
2024-01-02 05:00:00,19.7,1.777777777777778,2.5555555555555554,1008.8,2.519966396230586,998.2637133033662
2024-01-02 06:00:00,19.8,1.75,2.361111111111111,1009.4,2.333148200212921,998.8610265801087
2024-01-02 07:00:00,21.1,2.3333333333333335,3.0,1010.0,2.9694950062928833,999.5011080786829
2024-01-02 08:00:00,22.8,3.2777777777777777,4.055555555555555,1009.8,4.019966396230586,999.3631703244902
2024-01-02 09:00:00,24.1,3.9166666666666665,4.444444444444445,1009.6,4.420294657759644,999.210637444057
2024-01-02 10:00:00,25.1,4.611111111111112,5.111111111111111,1009.5,5.088232365830773,999.1463182279871
2024-01-02 11:00:00,25.6,5.5,6.416666666666667,1009.2,6.374722300319381,998.86662929828
2024-01-02 12:00:00,26.1,6.138888888888889,7.083333333333333,1008.8,7.040117925581584,998.4878950589274
2024-01-02 13:00:00,26.1,6.555555555555555,7.777777777777778,1008.4,7.721851955981397,998.0919839189357
2024-01-02 14:00:00,26.0,6.583333333333333,7.888888888888888,1007.9,7.829149942879118,997.5936686031284
2024-01-02 15:00:00,25.3,6.638888888888888,7.972222222222221,1007.3,7.911212234807988,996.975769552962
2024-01-02 16:00:00,24.5,6.194444444444445,7.472222222222221,1007.2,7.413754317616914,996.8491916630618
2024-01-02 17:00:00,23.7,6.083333333333333,7.694444444444444,1007.2,7.620724042985579,996.8214408254207
2024-01-02 18:00:00,22.8,5.694444444444445,7.166666666666667,1007.7,7.099301472230118,997.2848749613674
2024-01-02 19:00:00,22.0,5.611111111111111,7.722222222222222,1008.4,7.62562307548302,997.9495373087873
2024-01-02 20:00:00,21.4,5.833333333333333,8.36111111111111,1009.0,8.245446343304959,998.5221299255717
2024-01-02 21:00:00,21.1,5.555555555555555,8.083333333333334,1009.7,7.967668565527183,999.2042265614317
2024-01-02 22:00:00,20.8,5.638888888888889,8.38888888888889,1010.0,8.263055789847034,999.4904490429855
2024-01-02 23:00:00,20.6,5.694444444444445,8.527777777777777,1009.9,8.39813155452253,999.384372241487
2024-01-03 00:00:00,20.4,5.333333333333333,8.0,1009.1,7.877980025171533,998.5855809234328
2024-01-03 01:00:00,20.1,4.972222222222221,7.361111111111111,1008.5,7.251801550327276,997.9811388989802
2024-01-03 02:00:00,20.1,4.472222222222222,6.638888888888888,1008.1,6.539747659340759,997.5853109807258
2024-01-03 03:00:00,19.9,3.333333333333333,5.249999999999999,1007.8,5.1622981430920385,997.2813037089207
2024-01-03 04:00:00,19.7,2.2777777777777777,3.555555555555556,1007.9,3.497087650950249,997.3731132419339
2024-01-03 05:00:00,19.5,1.777777777777778,2.4722222222222223,1008.3,2.440446187110642,997.7617761958808
2024-01-03 06:00:00,19.5,1.75,2.1944444444444446,1008.8,2.1741077819730332,998.2565504576065
2024-01-03 07:00:00,20.9,1.4444444444444444,1.777777777777778,1009.4,1.7625252809242196,998.9002456443238
2024-01-03 08:00:00,22.3,1.6944444444444442,1.8055555555555556,1010.2,1.8004713899377027,999.741458295762
2024-01-03 09:00:00,23.8,2.4166666666666665,2.2222222222222223,1010.3,2.2311195120534646,999.8929849765823
2024-01-03 10:00:00,24.8,3.6666666666666665,3.5833333333333335,1010.0,3.587146457546723,999.6308137465594
2024-01-03 11:00:00,24.7,4.333333333333333,4.75,1009.3,4.730934378933052,998.9345393047365
2024-01-03 12:00:00,24.9,4.333333333333333,4.833333333333333,1008.9,4.810454588052996,998.545564245075
2024-01-03 13:00:00,25.0,4.5,5.111111111111111,1008.3,5.0831482002129205,997.9551750650223
2024-01-03 14:00:00,25.2,5.555555555555555,6.25,1007.9,6.21822396488842,997.5661752144998
2024-01-03 15:00:00,24.7,5.916666666666667,6.916666666666666,1007.5,6.870909176105991,997.1530252150224
2024-01-03 16:00:00,24.4,6.0,6.916666666666666,1007.2,6.87472230031938,996.8457309268323
2024-01-03 17:00:00,23.5,5.333333333333333,6.416666666666667,1007.3,6.367096051892602,996.9134487224642
2024-01-03 18:00:00,22.7,5.249999999999999,6.611111111111111,1007.5,6.5488300822924135,997.0834406192142
2024-01-03 19:00:00,22.1,5.388888888888888,6.972222222222222,1008.3,6.89977286216782,997.8540944324586
2024-01-03 20:00:00,21.4,5.111111111111111,7.194444444444444,1009.3,7.099116339109704,998.8190146024573
2024-01-03 21:00:00,21.2,4.75,6.75,1009.8,6.6584850188786495,999.3067345734015
2024-01-03 22:00:00,21.1,4.611111111111112,6.638888888888888,1009.9,6.546102866363075,999.4021475729324
2024-01-03 23:00:00,21.1,4.527777777777778,6.611111111111111,1009.7,6.51578300577637,999.2042265614317
2024-01-04 00:00:00,21.0,4.361111111111111,6.305555555555555,1009.1,6.216582657243132,998.6069160820956
2024-01-04 01:00:00,20.7,4.055555555555555,5.75,1008.5,5.672466474327745,998.0025047477836
2024-01-04 02:00:00,20.5,3.3888888888888884,5.027777777777778,1008.3,4.952786334914449,997.797475662859
2024-01-04 03:00:00,20.2,2.7777777777777777,4.166666666666667,1007.9,4.103114596443507,997.3909619119203
2024-01-04 04:00:00,20.1,2.75,3.9722222222222223,1007.9,3.916296400425842,997.3873970215986
2024-01-04 05:00:00,20.0,2.5555555555555554,3.888888888888889,1008.4,3.827878901474655,997.8786128400482
2024-01-04 06:00:00,20.0,2.2222222222222223,3.416666666666667,1009.2,3.3620118862747495,998.670265845078
2024-01-04 07:00:00,21.3,1.8888888888888888,2.5,1010.0,2.4720370891018097,999.5082020988774
2024-01-04 08:00:00,23.1,2.7222222222222223,3.083333333333333,1010.9,3.0668097950753115,1000.4623268720887
2024-01-04 09:00:00,24.7,3.3055555555555554,3.555555555555556,1011.1,3.544116182915387,1000.7160533944507
2024-01-04 10:00:00,25.7,4.361111111111111,4.805555555555555,1010.8,4.785218893084144,1000.4536920341043
2024-01-04 11:00:00,26.1,5.138888888888888,5.694444444444445,1010.4,5.66902361635518,1000.071539618894
2024-01-04 12:00:00,26.4,5.416666666666667,6.222222222222221,1009.7,6.1853620214927885,999.388978973754
2024-01-04 13:00:00,26.4,6.0,6.972222222222222,1009.4,6.9277357730660105,999.0920425632437
2024-01-04 14:00:00,26.3,5.611111111111111,6.444444444444444,1009.1,6.406313202310548,998.7916825161857
2024-01-04 15:00:00,25.3,6.305555555555555,7.444444444444445,1008.9,7.392331746861453,998.5593704973528
2024-01-04 16:00:00,24.7,5.416666666666667,6.25,1008.8,6.211868757866104,998.4396742798159
2024-01-04 17:00:00,23.8,5.138888888888888,6.25,1009.1,6.199158343821472,998.7053460752936
2024-01-04 18:00:00,23.0,5.083333333333333,6.305555555555555,1009.6,6.249629733759175,999.1722478584123
2024-01-04 19:00:00,22.5,4.972222222222221,6.583333333333333,1010.6,6.509612931874468,1000.1443581282944
2024-01-04 20:00:00,22.1,4.861111111111111,6.75,1011.5,6.663569184496502,1001.0209426940711
2024-01-04 21:00:00,21.8,4.555555555555555,6.388888888888888,1011.7,6.305000156194318,1001.2082655972324
2024-01-04 22:00:00,21.6,3.9722222222222223,6.222222222222221,1012.1,6.119267868460702,1001.5970326306572
